Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Modelo_Monetizacao
348,FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,Híbrido
349,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,Híbrido
350,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,Híbrido
351,Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,Híbrido
352,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,Híbrido
353,Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,Híbrido
354,Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,Híbrido
355,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,Híbrido
358,Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,Híbrido
359,WWF SmackDown!,PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,Híbrido
360,Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,Híbrido
361,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,Híbrido
362,The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,Pay-to-Play
363,Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,Híbrido
364,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,Híbrido
365,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,Híbrido
366,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,Híbrido
367,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,Híbrido
368,Rugrats in Paris: The Movie,PS,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52,Híbrido
369,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,Pay-to-Play
370,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,Híbrido
372,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51,Híbrido
374,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,Híbrido
376,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,Híbrido
379,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,Híbrido
380,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,Híbrido
382,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46,Híbrido
383,Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,Híbrido
385,Borderlands,X360,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,Híbrido
386,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,Híbrido
387,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,Híbrido
388,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,Pay-to-Play
389,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,Híbrido
391,Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,Híbrido
393,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,Híbrido
394,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,Pay-to-Play
395,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38,Híbrido
396,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,Híbrido
398,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,Híbrido
401,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1.63,1.53,0.0,0.18,3.34,Híbrido
402,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,Híbrido
404,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,Híbrido
405,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,Pay-to-Play
406,Mario Party 9,Wii,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,Pay-to-Play
407,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,Híbrido
408,Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,Híbrido
409,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,Híbrido
410,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,Híbrido
411,Destiny,XOne,2014,Shooter,Activision,2.13,0.92,0.0,0.23,3.28,Híbrido
412,True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,Híbrido
413,Wii Music,Wii,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,Pay-to-Play
416,Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,Pay-to-Play
417,FIFA 16,XOne,2015,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23,Híbrido
418,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,Híbrido
419,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22,Híbrido
421,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21,Híbrido
424,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,Híbrido
428,Dance Central,X360,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19,Híbrido
429,Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,Híbrido
431,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,Híbrido
434,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,Pay-to-Play
439,Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,Híbrido
440,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,Pay-to-Play
441,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,Híbrido
442,Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,Híbrido
443,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,Híbrido
446,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,Híbrido
448,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,Pay-to-Play
449,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,Híbrido
450,FIFA 15,X360,2014,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11,Híbrido
451,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,Híbrido
452,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,Híbrido
454,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,Híbrido
457,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,Híbrido
458,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,Híbrido
459,Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0.0,0.29,3.05,Híbrido
460,Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,Híbrido
461,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04,Híbrido
462,Saints Row 2,X360,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03,Híbrido
463,Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03,Híbrido
464,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,Pay-to-Play
465,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,Híbrido
467,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02,Híbrido
468,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0,Pay-to-Play
469,NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0,Híbrido
470,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,Híbrido
472,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99,Híbrido
474,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,Híbrido
475,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,Híbrido
476,Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,Híbrido
478,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,Híbrido
479,The Sims 4,PC,2014,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97,Híbrido
480,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97,Híbrido
481,Sonic Heroes,PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96,Híbrido
483,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,Híbrido
484,Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95,Híbrido
486,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,Pay-to-Play
487,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,Híbrido
488,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94,Pay-to-Play
490,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93,Pay-to-Play
491,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92,Pay-to-Play
492,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91,Híbrido
494,FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9,Híbrido
495,Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9,Híbrido
496,Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.54,1.14,0.0,0.22,2.9,Híbrido
497,Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0.0,0.28,2.9,Híbrido
498,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,Híbrido
499,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89,Híbrido
500,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,Pay-to-Play
501,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,Híbrido
502,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,1.54,1.07,0.0,0.28,2.88,Híbrido
503,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,Pay-to-Play
505,Colin McRae Rally,PS,1998,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87,Híbrido
506,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.87,0.77,0.0,0.22,2.86,Híbrido
507,Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86,Híbrido
508,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,Híbrido
509,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85,Híbrido
512,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85,Híbrido
513,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.4,1.14,0.0,0.31,2.85,Híbrido
514,FIFA 16,PS3,2015,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85,Híbrido
515,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84,Híbrido
516,BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83,Híbrido
517,Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,Híbrido
518,Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83,Híbrido
519,WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83,Híbrido
522,Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81,Híbrido
523,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81,Híbrido
525,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,Híbrido
526,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.8,0.0,0.26,2.8,Híbrido
528,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79,Pay-to-Play
529,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79,Pay-to-Play
530,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79,Pay-to-Play
531,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,Híbrido
533,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,1.98,0.7,0.0,0.11,2.79,Híbrido
534,Battlefield 3,PC,2011,Shooter,Electronic Arts,0.89,1.43,0.0,0.48,2.79,Híbrido
535,NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,Híbrido
538,Jak II,PS2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,Pay-to-Play
539,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78,Pay-to-Play
540,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78,Pay-to-Play
541,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78,Híbrido
542,The Sims,PS2,2003,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,Híbrido
543,Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.24,1.2,0.04,0.3,2.77,Híbrido
544,Saints Row: The Third,X360,2011,Action,THQ,1.25,1.15,0.07,0.3,2.77,Híbrido
547,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74,Híbrido
550,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72,Híbrido
551,Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.93,0.02,0.27,2.71,Híbrido
553,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,Híbrido
554,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7,Híbrido
556,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,Híbrido
557,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,Híbrido
558,Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,Híbrido
560,Skate 3,X360,2010,Sports,Electronic Arts,1.46,0.98,0.0,0.24,2.68,Híbrido
561,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68,Híbrido
563,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.41,0.04,0.53,2.68,Híbrido
564,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68,Híbrido
566,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,Híbrido
567,Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.64,0.0,0.25,2.67,Híbrido
568,Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67,Híbrido
569,Fable,XB,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66,Pay-to-Play
571,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,1.11,0.0,0.4,2.65,Híbrido
572,Skylanders Giants,Wii,2012,Action,Activision,1.56,0.88,0.0,0.22,2.65,Híbrido
576,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.53,0.87,0.0,0.24,2.64,Híbrido
577,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63,Híbrido
579,Halo Wars,X360,2009,Strategy,Microsoft Game Studios,1.53,0.82,0.04,0.24,2.63,Pay-to-Play
580,God of War Collection,PS3,2009,Action,Sony Computer Entertainment,1.7,0.46,0.06,0.41,2.63,Pay-to-Play
581,ESPN NFL 2K5,PS2,2004,Sports,Sega,2.15,0.12,0.0,0.36,2.62,Híbrido
582,Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62,Pay-to-Play
583,Medal of Honor,X360,2010,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62,Híbrido
584,FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,Híbrido
585,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,Híbrido
587,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,Híbrido
588,Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,1.02,0.52,0.92,0.14,2.6,Pay-to-Play
590,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.59,Híbrido
591,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.59,Pay-to-Play
592,NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59,Híbrido
594,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58,Pay-to-Play
595,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58,Híbrido
597,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58,Híbrido
598,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57,Pay-to-Play
600,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57,Híbrido
601,Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57,Híbrido
604,Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.11,0.23,0.0,0.22,2.56,Híbrido
606,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,2.54,Híbrido
607,Madden NFL 09,X360,2008,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.54,Híbrido
609,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,Híbrido
611,Game Party,Wii,2007,Misc,Midway Games,1.5,0.78,0.0,0.24,2.52,Híbrido
613,Tomb Raider (2013),PS3,2013,Action,Square Enix,0.6,1.31,0.08,0.52,2.51,Híbrido
614,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5,Híbrido
615,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.5,Híbrido
617,Saints Row: The Third,PS3,2011,Action,THQ,0.86,1.06,0.18,0.39,2.49,Híbrido
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,1.84,0.56,0.0,0.09,2.49,Híbrido
619,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0.0,0.23,2.49,Híbrido
620,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,1.81,0.52,0.0,0.15,2.49,Híbrido
621,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,1.15,0.85,0.1,0.39,2.48,Pay-to-Play
622,Pure,X360,2008,Racing,Disney Interactive Studios,1.38,0.85,0.0,0.25,2.48,Híbrido
623,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,1.15,1.14,0.06,0.13,2.48,Híbrido
624,NBA 2K13,PS3,2012,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48,Híbrido
626,NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.1,0.2,0.0,0.17,2.47,Híbrido
628,uDraw Studio,Wii,2010,Misc,THQ,1.67,0.58,0.0,0.2,2.46,Híbrido
629,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,1.55,0.54,0.05,0.31,2.45,Híbrido
631,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,Híbrido
632,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,2.12,0.25,0.0,0.07,2.44,Pay-to-Play
633,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,1.44,0.73,0.04,0.22,2.44,Pay-to-Play
635,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,1.07,1.19,0.0,0.18,2.43,Híbrido
636,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,1.52,0.82,0.0,0.1,2.43,Híbrido
637,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.56,0.61,0.02,0.23,2.42,Híbrido
640,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,2.42,Híbrido
641,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,1.63,0.22,0.51,0.06,2.41,Híbrido
642,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2.07,0.26,0.0,0.08,2.41,Pay-to-Play
643,Dino Crisis,PS,1998,Action,Capcom,0.81,0.76,0.7,0.14,2.41,Híbrido
644,Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41,Pay-to-Play
645,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41,Híbrido
646,Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.07,0.08,0.0,0.26,2.4,Híbrido
647,Tetris Plus,PS,1996,Puzzle,JVC,2.1,0.24,0.0,0.07,2.4,Híbrido
649,Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,0.1,0.0,0.0,2.4,Híbrido
651,Need for Speed (2015),PS4,2015,Racing,Electronic Arts,0.49,1.49,0.05,0.36,2.39,Híbrido
652,Zumba Fitness,X360,2010,Sports,505 Games,1.74,0.48,0.0,0.18,2.39,Híbrido
655,Monopoly,PC,1994,Misc,Hasbro Interactive,1.49,0.81,0.0,0.1,2.39,Híbrido
656,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.07,0.87,0.04,0.4,2.39,Híbrido
657,Dead Island,X360,2011,Action,Deep Silver,1.48,0.71,0.0,0.2,2.39,Híbrido
658,Guitar Hero,PS2,2005,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38,Híbrido
659,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.97,0.0,0.39,2.38,Híbrido
660,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.73,0.46,0.02,0.18,2.38,Pay-to-Play
662,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38,Pay-to-Play
663,NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37,2.38,Híbrido
664,Madden NFL 11,PS3,2010,Sports,Electronic Arts,2.04,0.15,0.0,0.19,2.38,Híbrido
665,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,1.16,0.91,0.0,0.3,2.38,Híbrido
666,Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0.0,0.18,2.37,Híbrido
667,Half-Life 2,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37,Híbrido
668,The Incredibles,PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37,Híbrido
669,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37,Híbrido
670,Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,Híbrido
671,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.38,0.74,0.02,0.22,2.36,Pay-to-Play
676,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,1.68,0.46,0.01,0.2,2.35,Híbrido
